nome_do_vídeo,autor,likes,deslikes,visualização,duração_do_video,descrição_do_vídeo,data_de_publicação,url_do_canal,query,recomendados_pelo_youtube
👋😃👋[LIBRAS] O corpo fala | Turma da Mônica,Turma da Mônica,"2,645",256,250433,14 minutes,"#filmescomacessibilidade Esse vídeo tem tradução em Libras (Língua Brasileira de Sinais) | Episódio SEM Libras: https://youtu.be/kVB8litlPHU\nO que será que significa quando a gente sente a orelha quente? Segundo a Magali, quando isso acontece, é porque alguém está falando mal de você. Será que essas superstições têm sentido?\n\n😎[AUDIODESCRIÇÃO]: https://youtu.be/mtLeuAOwRiY\n\n*** Esse é o canal OFICIAL da Turma da Mônica e da Mauricio de Sousa Produções. Que tal se inscrever? Aqui tem vídeo toda semana, sempre às 15h! ***\n\nPlaylist Turma da Mônica: http://bit.ly/playlistturmadamonica\nPlaylist Turma do Chico Bento:\nhttp://bit.ly/playlistchicobento\nPlaylist Mônica Toy: http://bit.ly/playlistmonicatoy\n\n-------  ((:B  -------  (;K  --------  K:D  --------  #(..)#  --------\n\nSite oficial (tem histórias em quadrinhos lá!): http://www.turmadamonica.com.br\nGoogle +: http://google.com/+TurmaDaMonica\nInstagram: http://instagram.com/turmadamonica\nFacebook: https://www.facebook.com/turmadamonica\nFacebook institucional: http://www.facebook.com/\nPôsteres e wallpapers da Turma: http://bit.ly/postersturmadamonica\n\n-------  ((:B  -------  (;K  --------  K:D  --------  #(..)#  --------\n\nMonica Toy Official channel in ENGLISH/JAPANESE: http:///www.youtube.com/MONICATOYOFFICIAL\n\nOfficial channel in SPANISH: http://www.youtube.com/MONICAYSUSAMIGOS","Feb 23, 2018",UCV4XcEqBswMCryorV_gNENw,#filmescomacessibilidade,"['O Coelhinho Amarelo | Turma da Mônica by Turma da Mônica 3 years ago 14 minutes 60,381,038 views""', 'E assim se passaram 30 anos | Turma da Mônica by Turma da Mônica 5 years ago 7 minutes, 11 seconds 14,442,861 views""', 'Cine Gibi 3 \\""Planos Infalíveis\\"" (FILME COMPLETO) | Turma da Mônica by Turma da Mônica 4 years ago 1 hour, 11 minutes 14,952,005 views""', 'Mônica Toy | 1ª Temporada completa by Mónica y sus Amigos 2 years ago 13 minutes 6,045,183 views""', '👋😃👋[LIBRAS] A cozinha já não é um lugar seguro | Turma da Mônica by Turma da Mônica 1 day ago 7 minutes, 7 seconds 222,200 views""', 'Monica Toy | Full Season 2 by Monica Toy Official 2 years ago 13 minutes 40,892,069 views""', 'Do que você está brincando? | Turma da Mônica by Turma da Mônica 3 years ago 4 minutes, 41 seconds 12,240,773 views""', 'Diga o que eu digo e faça o que eu faço | Turma da Mônica by Turma da Mônica 2 years ago 7 minutes, 5 seconds 17,883,428 views""', '👋😃👋 [LIBRAS] Os cinco fios mágicos | Turma da Mônica by Turma da Mônica 1 year ago 7 minutes, 8 seconds 952,060 views""', 'Cor de Rosa | Turma da Mônica by Turma da Mônica 2 years ago 7 minutes, 8 seconds 8,425,613 views""', 'Monica Toy | Full Season 3 by Monica Toy Official 2 years ago 13 minutes 28,371,782 views""', 'Patinando na cera | Turma da Mônica by Turma da Mônica 2 years ago 7 minutes, 8 seconds 13,866,884 views""', 'Turma da Mônica em: O sumiço de todas as mães (excelente) by nineevon 11 years ago 7 minutes, 1 second 18,615,864 views""', 'Mónica Toy | Maratona - Mascotas de Toy (Compilación) by Mónica y sus Amigos 5 months ago 11 minutes 3,119,855 views""', 'Os cinco fios mágicos | Turma da Mônica by Turma da Mônica 5 years ago 7 minutes, 2 seconds 14,100,609 views""', 'Planos Infalíveis  | Turma da Mônica by Turma da Mônica 4 months ago 7 minutes, 1 second 7,422,421 views""', 'O Assassino | Turma da Mônica by Turma da Mônica 3 years ago 6 minutes, 59 seconds 20,831,603 views""', 'Mônica Toy | 6ª Temporada Completa (18 minutos de vídeo!) by Turma da Mônica 2 months ago 18 minutes 3,869,016 views""', 'A minhoca encantada | Turma da Mônica by Turma da Mônica 5 years ago 7 minutes, 5 seconds 10,621,400 views""', 'TURMA DA MONICA TOY Surpresas Amoeba Learn Colors with Slime Brinquedos Canal KidsToyShow by Canal KidsToyShow 1 year ago 4 minutes, 47 seconds 4,198,506 views""', 'O Coelhinho Amarelo | Turma da Mônica by Turma da Mônica 3 years ago 14 minutes 60,381,038 views""', 'E assim se passaram 30 anos | Turma da Mônica by Turma da Mônica 5 years ago 7 minutes, 11 seconds 14,442,861 views""', 'Cine Gibi 3 \\""Planos Infalíveis\\"" (FILME COMPLETO) | Turma da Mônica by Turma da Mônica 4 years ago 1 hour, 11 minutes 14,952,005 views""', 'Mônica Toy | 1ª Temporada completa by Mónica y sus Amigos 2 years ago 13 minutes 6,045,183 views""', '👋😃👋[LIBRAS] A cozinha já não é um lugar seguro | Turma da Mônica by Turma da Mônica 1 day ago 7 minutes, 7 seconds 222,200 views""', 'Monica Toy | Full Season 2 by Monica Toy Official 2 years ago 13 minutes 40,892,069 views""', 'Do que você está brincando? | Turma da Mônica by Turma da Mônica 3 years ago 4 minutes, 41 seconds 12,240,773 views""', 'Diga o que eu digo e faça o que eu faço | Turma da Mônica by Turma da Mônica 2 years ago 7 minutes, 5 seconds 17,883,428 views""', '👋😃👋 [LIBRAS] Os cinco fios mágicos | Turma da Mônica by Turma da Mônica 1 year ago 7 minutes, 8 seconds 952,060 views""', 'Cor de Rosa | Turma da Mônica by Turma da Mônica 2 years ago 7 minutes, 8 seconds 8,425,613 views""', 'Monica Toy | Full Season 3 by Monica Toy Official 2 years ago 13 minutes 28,371,782 views""', 'Patinando na cera | Turma da Mônica by Turma da Mônica 2 years ago 7 minutes, 8 seconds 13,866,884 views""']"
👋😃👋[LIBRAS] O dia em que o Cascão fugiu de casa... de novo! | Turma da Mônica,Turma da Mônica,"1,803",218,139236,25 minutes,"Esse vídeo tem tradução em Libras (Língua Brasileira de Sinais) | Episódio SEM Libras:https://www.youtube.com/watch?v=kKTJmENlyJQ | Será que essa é a última vez que veremos o Cascão pelo bairro do Limoeiro? Parece que alguém mandou ele tomar banho, mas será que é esse o motivo da fuga?\n#filmescomacessibilidade #Libras \n\n😎[AUDIODESCRIÇÃO]:  https://youtu.be/BA8owFbQnf4\n\n*** Esse é o canal OFICIAL da Turma da Mônica e da Mauricio de Sousa Produções. Que tal se inscrever? Aqui tem vídeo toda semana, sempre às 15h! ***\n\nPlaylist Turma da Mônica: http://bit.ly/playlistturmadamonica\nPlaylist Turma do Chico Bento:\nhttp://bit.ly/playlistchicobento\nPlaylist Mônica Toy: http://bit.ly/playlistmonicatoy\n\n-------  ((:B  -------  (;K  --------  K:D  --------  #(..)#  --------\n\nSite oficial (tem histórias em quadrinhos lá!): http://www.turmadamonica.com.br\nGoogle +: http://google.com/+TurmaDaMonica\nInstagram: http://instagram.com/turmadamonica\nFacebook: https://www.facebook.com/turmadamonica\nTwitter: https://twitter.com/turmadamonica\nFacebook institucional: http://www.facebook.com/\nPôsteres e wallpapers da Turma: http://bit.ly/postersturmadamonica\n\n-------  ((:B  -------  (;K  --------  K:D  --------  #(..)#  --------\n\nMonica Toy Official channel in ENGLISH/JAPANESE: http:///www.youtube.com/MONICATOYOFFICIAL\n\nOfficial channel in SPANISH: http://www.youtube.com/MONICAYSUSAMIGOS","Dec 28, 2018",UCV4XcEqBswMCryorV_gNENw,#filmescomacessibilidade,"['Turma Da Monica em HD - Bruxarias No Aniversario by GenaroNinja 5 years ago 25 minutes 24,437,344 views""', 'Socorro, policía! Atrapen al ladrón | Mónica y sus Amigos by Mónica y sus Amigos 5 months ago 6 minutes, 41 seconds 2,023,671 views""', 'Pink Panther, Top Pizza Chef | 35 Minute Compilation | Pink Panther \\u0026 Pals by Official Pink Panther 3 weeks ago 35 minutes 2,364,551 views""', 'Provas comprometedoras | Turma da Mônica by Turma da Mônica 3 years ago 7 minutes, 51 seconds 34,092,810 views""', 'Meu Amigãozão - Meu Forte é a Bagunça [OFICIAL HD] by Meu AmigãoZão 2 years ago 11 minutes 14,316,901 views""', 'Monica Toy | Marathon - Pets of Monica Toy (Compilation) by Monica Toy Official 5 months ago 11 minutes 5,306,589 views""', '😎[AUDIODESCRIÇÃO] A cozinha já não é um lugar seguro | Turma da Mônica by Turma da Mônica 1 day ago 7 minutes, 7 seconds 30,169 views""', 'Charlie e Lola em Português: Olha, Eu Não Vou te Esquecer Nunquinha [S2E23] by CartoonKiDS BR 1 year ago 10 minutes 3,769,258 views""', 'Muito silêncio, por favor | Turma da Mônica by Turma da Mônica 2 years ago 4 minutes, 28 seconds 6,380,298 views""', 'Turma da Mônica Volume 1 Completo 1 hora by São Sena 6 years ago 1 hour 19,692,745 views""', 'Insecto | Mónica y sus amigos by Mónica y sus Amigos 3 months ago 9 minutes, 55 seconds 1,734,350 views""', 'Era uma vez (2002) | Turma da Mônica by Turma da Mônica 6 years ago 6 minutes, 59 seconds 3,424,975 views""', 'Turma da Mônica em - No país das torneirinhas by leparkourpoa 10 years ago 7 minutes, 40 seconds 14,630,144 views""', 'Plano hipnótico | Turma da Mônica by Turma da Mônica 2 years ago 7 minutes, 7 seconds 7,938,408 views""', 'Maratona de episódios do  Cascão  🎂☂  |  Turma da Mônica by Turma da Mônica 3 months ago 2 hours, 20 minutes 11,529,599 views""', 'Turma da Mônica em: Boas Maneiras by nineevon 11 years ago 7 minutes 21,312,179 views""', 'Monica Toy | Full Season 6 by Monica Toy Official 2 months ago 18 minutes 2,564,561 views""', 'CineGibi 8 \\""Tá brincando?\\"" (FILME COMPLETO) | Turma da Mônica by Turma da Mônica 1 year ago 1 hour, 7 minutes 3,438,007 views""', 'Do que você está brincando? | Turma da Mônica by Turma da Mônica 3 years ago 4 minutes, 41 seconds 12,240,773 views""', 'Mônica Toy | 5ª Temporada Completa by Mónica y sus Amigos 1 year ago 18 minutes 15,825,446 views""', 'Turma Da Monica em HD - Bruxarias No Aniversario by GenaroNinja 5 years ago 25 minutes 24,437,344 views""', 'Socorro, policía! Atrapen al ladrón | Mónica y sus Amigos by Mónica y sus Amigos 5 months ago 6 minutes, 41 seconds 2,023,671 views""', 'Pink Panther, Top Pizza Chef | 35 Minute Compilation | Pink Panther \\u0026 Pals by Official Pink Panther 3 weeks ago 35 minutes 2,364,551 views""', 'Provas comprometedoras | Turma da Mônica by Turma da Mônica 3 years ago 7 minutes, 51 seconds 34,092,810 views""', 'Meu Amigãozão - Meu Forte é a Bagunça [OFICIAL HD] by Meu AmigãoZão 2 years ago 11 minutes 14,316,901 views""', 'Monica Toy | Marathon - Pets of Monica Toy (Compilation) by Monica Toy Official 5 months ago 11 minutes 5,306,589 views""', '😎[AUDIODESCRIÇÃO] A cozinha já não é um lugar seguro | Turma da Mônica by Turma da Mônica 1 day ago 7 minutes, 7 seconds 30,169 views""', 'Charlie e Lola em Português: Olha, Eu Não Vou te Esquecer Nunquinha [S2E23] by CartoonKiDS BR 1 year ago 10 minutes 3,769,258 views""', 'Muito silêncio, por favor | Turma da Mônica by Turma da Mônica 2 years ago 4 minutes, 28 seconds 6,380,298 views""', 'Turma da Mônica Volume 1 Completo 1 hora by São Sena 6 years ago 1 hour 19,692,745 views""', 'Insecto | Mónica y sus amigos by Mónica y sus Amigos 3 months ago 9 minutes, 55 seconds 1,734,350 views""', 'Era uma vez (2002) | Turma da Mônica by Turma da Mônica 6 years ago 6 minutes, 59 seconds 3,424,975 views""']"
👋😃👋[LIBRAS] O Caça Sansão | Turma da Mônica,Stephen Sciannames,8,2,355,18 minutes,"Esse vídeo tem tradução em Libras (Língua Brasileira de Sinais) | Episódio SEM Libras:  https://www.youtube.com/watch?v=xoCUd3fnDk0 | O Sansão é vítima da invenção de um cientista maluco e se torna um enorme monstro. Cabe ao Cebolinha capturá-lo e devolvê-lo para a Mônica em sua antiga forma.\nEsse episódio é parte do Cine Gibi 1. Para assistir ao filme completo, é só clicar aqui: https://www.youtube.com/watch?v=7m-oX... #filmescomacessibilidade #Libras\n\n*** Esse é o canal OFICIAL da Turma da Mônica e da Mauricio de Sousa Produções. Que tal se inscrever? Aqui tem vídeo toda semana, sempre às 15h! ***\n\nPlaylist Turma da Mônica: http://bit.ly/playlistturmadamonica\nPlaylist Turma do Chico Bento:\nhttp://bit.ly/playlistchicobento\nPlaylist Mônica Toy: http://bit.ly/playlistmonicatoy\n\n-------  ((:B  -------  (;K  --------  K:D  --------  #(..)#  --------\n\nSite oficial (tem histórias em quadrinhos lá!): http://www.turmadamonica.com.br\nGoogle +: http://google.com/+TurmaDaMonica\nInstagram: http://instagram.com/turmadamonica\nFacebook: https://www.facebook.com/turmadamonica\nTwitter: https://twitter.com/turmadamonica\nFacebook institucional: http://www.facebook.com/\nPôsteres e wallpapers da Turma: http://bit.ly/postersturmadamonica\n\n-------  ((:B  -------  (;K  --------  K:D  --------  #(..)#  --------\n\nMonica Toy Official channel in ENGLISH/JAPANESE: http:///www.youtube.com/MONICATOYOFFICIAL\n\nOfficial channel in SPANISH: http://www.youtube.com/MONICAYSUSAMIGOS","Mar 8, 2019",UC4mlsMAc7YN0d7nxGyOGY4Q,#filmescomacessibilidade,"['Mônica Toy | 6ª Temporada Completa (18 minutos de vídeo!) by Turma da Mônica 2 months ago 18 minutes 3,869,016 views""', 'BABY CECE ARRUMANDO A MOCHILA PARA FINAL DE SEMANA NA VOVÓ DOC MCSTUFFINS GET BETTER BABY CECE by Baby Doll Kids 3 months ago 10 minutes 3,919,399 views""', '25 TRUQUES MALUCOS COM BRINQUEDOS PARA ADULTOS by IDEIAS INCRÍVEIS 4 months ago 24 minutes 5,226,655 views""', 'Pink Panther and Pals - Pink Suds   Clean Duds by warrior legend 6 years ago 7 minutes, 32 seconds 48,660,020 views""', 'Provas comprometedoras | Turma da Mônica by Turma da Mônica 3 years ago 7 minutes, 51 seconds 34,092,810 views""', 'George O Curioso 🐵O Macaco Faz Calda 🐵Compilação 🐵O Macaco Curioso 🐵Desenhos Animados by George o Curioso em Português 2 months ago 24 minutes 1,094,563 views""', 'Saída de Emergência, Ciência e Bonde Descontrolado | Mickey Mouse by Disney Channel Brasil 6 months ago 11 minutes 740,626 views""', 'Hoạt Hình Ấu Trùng Tinh Nghịch 2017 ✿ Tập 81 ✿ Hoạt Hình larva Ấu Trùng Tinh Nghịch Mới Nhất 2017 by MR Shalom 1 year ago 17 minutes 15,254,302 views""', '11 MANEIRAS DE LEVAR COMIDA PARA A AULA / COMO ESCONDER COMIDA NA ESCOLA by Troom Troom PT 4 months ago 10 minutes 7,705,774 views""', 'Turma Da Monica em HD - Bruxarias No Aniversario by GenaroNinja 5 years ago 25 minutes 24,437,344 views""', 'Teen Titans Go! em Português | Pizza de Graça! | DC Kids by DC Kids Brasil 5 months ago 4 minutes, 55 seconds 4,553,127 views""', 'Pink Panther, Top Pizza Chef | 35 Minute Compilation | Pink Panther \\u0026 Pals by Official Pink Panther 3 weeks ago 35 minutes 2,364,551 views""', 'Um Segredo Sagrado – Trilogia Completa (Fim de Temporada de Talking Tom and Friends) by Talking Tom and Friends Brasil 2 months ago 31 minutes 1,956,421 views""', 'Mônica Toy | 4ª temporada completa (26 episódios + 1 especial - 13 minutos) by Turma da Mônica 2 years ago 13 minutes 48,043,931 views""', 'Chaves em Desenho Animado - Barraca de Churros - 1ª Temporada by FUCHTube 6 years ago 20 minutes 2,194,462 views""', 'E assim se passaram 30 anos | Turma da Mônica by Turma da Mônica 5 years ago 7 minutes, 11 seconds 14,442,861 views""', 'Cine Gibi 1 \\""O Filme\\"" (FILME COMPLETO) | Turma da Mônica by Turma da Mônica 4 years ago 1 hour, 11 minutes 28,186,417 views""', 'Os cinco fios mágicos | Turma da Mônica by Turma da Mônica 5 years ago 7 minutes, 2 seconds 14,100,609 views""', 'Chico Bento Todos Episodio by Adoro Turma Da Mônica 2 years ago 52 minutes 3,300,133 views""', 'Planos Infalíveis  | Turma da Mônica by Turma da Mônica 4 months ago 7 minutes, 1 second 7,422,421 views""', 'Mônica Toy | 6ª Temporada Completa (18 minutos de vídeo!) by Turma da Mônica 2 months ago 18 minutes 3,869,016 views""', 'BABY CECE ARRUMANDO A MOCHILA PARA FINAL DE SEMANA NA VOVÓ DOC MCSTUFFINS GET BETTER BABY CECE by Baby Doll Kids 3 months ago 10 minutes 3,919,399 views""', '25 TRUQUES MALUCOS COM BRINQUEDOS PARA ADULTOS by IDEIAS INCRÍVEIS 4 months ago 24 minutes 5,226,655 views""', 'Pink Panther and Pals - Pink Suds   Clean Duds by warrior legend 6 years ago 7 minutes, 32 seconds 48,660,020 views""', 'Provas comprometedoras | Turma da Mônica by Turma da Mônica 3 years ago 7 minutes, 51 seconds 34,092,810 views""', 'George O Curioso 🐵O Macaco Faz Calda 🐵Compilação 🐵O Macaco Curioso 🐵Desenhos Animados by George o Curioso em Português 2 months ago 24 minutes 1,094,563 views""', 'Saída de Emergência, Ciência e Bonde Descontrolado | Mickey Mouse by Disney Channel Brasil 6 months ago 11 minutes 740,626 views""', 'Hoạt Hình Ấu Trùng Tinh Nghịch 2017 ✿ Tập 81 ✿ Hoạt Hình larva Ấu Trùng Tinh Nghịch Mới Nhất 2017 by MR Shalom 1 year ago 17 minutes 15,254,302 views""', '11 MANEIRAS DE LEVAR COMIDA PARA A AULA / COMO ESCONDER COMIDA NA ESCOLA by Troom Troom PT 4 months ago 10 minutes 7,705,774 views""', 'Turma Da Monica em HD - Bruxarias No Aniversario by GenaroNinja 5 years ago 25 minutes 24,437,344 views""', 'Teen Titans Go! em Português | Pizza de Graça! | DC Kids by DC Kids Brasil 5 months ago 4 minutes, 55 seconds 4,553,127 views""', 'Pink Panther, Top Pizza Chef | 35 Minute Compilation | Pink Panther \\u0026 Pals by Official Pink Panther 3 weeks ago 35 minutes 2,364,551 views""']"
👋😃👋[LIBRAS]  O final infalível de um plano infalível | Turma da Mônica,Turma da Mônica,"2,544",248,185526,25 minutes,"Esse vídeo tem tradução em Libras (Língua Brasileira de Sinais) | Episódio SEM Libras: https://www.youtube.com/watch?v=wztirtZVvD0 | Cebolinha rabisca um novo plano infalível para derrotar a Mônica e sua maior preocupação é não deixar que ela fique sabendo, só que, de repente, ela aparece! E agora?\n\n😎[AUDIODESCRIÇÃO]: https://youtu.be/c-2Kbop_uh4 \n\n¡En español aquí! https://www.youtube.com/watch?v=X27xq...\n\n#filmescomacessibilidade #Libras\n\n*** Esse é o canal OFICIAL da Turma da Mônica e da Mauricio de Sousa Produções. Que tal se inscrever? Aqui tem vídeo toda semana, sempre às 15h! ***\n\nPlaylist Turma da Mônica: http://bit.ly/playlistturmadamonica\nPlaylist Turma do Chico Bento:\nhttp://bit.ly/playlistchicobento\nPlaylist Mônica Toy: http://bit.ly/playlistmonicatoy\n\n-------  ((:B  -------  (;K  --------  K:D  --------  #(..)#  --------\n\nSite oficial (tem histórias em quadrinhos lá!): http://www.turmadamonica.com.br\nGoogle +: http://google.com/+TurmaDaMonica\nInstagram: http://instagram.com/turmadamonica\nFacebook: https://www.facebook.com/turmadamonica\nTwitter: https://twitter.com/turmadamonica\nFacebook institucional: http://www.facebook.com/\nPôsteres e wallpapers da Turma: http://bit.ly/postersturmadamonica\n\n-------  ((:B  -------  (;K  --------  K:D  --------  #(..)#  --------\n\nMonica Toy Official channel in ENGLISH/JAPANESE: http:///www.youtube.com/MONICATOYOFFICIAL\n\nOfficial channel in SPANISH: http://www.youtube.com/MONICAYSUSAMIGOS","Nov 30, 2018",UCV4XcEqBswMCryorV_gNENw,#filmescomacessibilidade,"['Turma Da Monica em HD - Bruxarias No Aniversario by GenaroNinja 5 years ago 25 minutes 24,437,344 views""', 'Provas comprometedoras | Turma da Mônica by Turma da Mônica 3 years ago 7 minutes, 51 seconds 34,092,810 views""', 'Os cinco fios mágicos | Turma da Mônica by Turma da Mônica 5 years ago 7 minutes, 2 seconds 14,100,609 views""', 'Totoykids e Jose Play-Doh Dentista Fazendo Bolinho 🎂🍰🍫de Verdade sabor Chocolate!!! by Totoykids 3 months ago 14 minutes 6,271,211 views""', '4 Color Ice Cream Cups with Toys Surprises Paw Patrol, Pj Masks, Kinder Surprise eggs by MonsterKids TV - Color for Kids 9 hours ago 6 minutes, 32 seconds 9,407 views""', 'Maratona de episódios do  Cascão  🎂☂  |  Turma da Mônica by Turma da Mônica 3 months ago 2 hours, 20 minutes 11,529,599 views""', 'CineGibi 7 \\""Bagunça Animal\\"" (FILME COMPLETO) | Turma da Mônica by Turma da Mônica 2 years ago 1 hour, 11 minutes 8,861,318 views""', 'Monica Toy 1ª e 2ª Temporada Completa by Juliana Souzza 4 years ago 20 minutes 24,000,173 views""', 'Rapunzel  (NOVO)  | Historia completa |\xa0Desenho animado infantil com Os Amiguinhos by Os Amiguinhos 3 months ago 16 minutes 10,071,791 views""', 'Plano hipnótico | Turma da Mônica by Turma da Mônica 2 years ago 7 minutes, 7 seconds 7,938,408 views""', 'Muito silêncio, por favor | Turma da Mônica by Turma da Mônica 2 years ago 4 minutes, 28 seconds 6,380,298 views""', 'Planos Infalíveis  | Turma da Mônica by Turma da Mônica 4 months ago 7 minutes, 1 second 7,422,421 views""', 'CineGibi 8 \\""Tá brincando?\\"" (FILME COMPLETO) | Turma da Mônica by Turma da Mônica 1 year ago 1 hour, 7 minutes 3,438,007 views""', 'Cine Gibi 3 \\""Planos Infalíveis\\"" (FILME COMPLETO) | Turma da Mônica by Turma da Mônica 4 years ago 1 hour, 11 minutes 14,952,005 views""', 'Véspera de Natal (Especial de Natal 2012) | Turma da Mônica by Turma da Mônica 5 years ago 25 minutes 7,121,824 views""', 'Mônica Toy | 2ª Temporada completa (26 episódios - 13 minutos de vídeo!) by Turma da Mônica 2 years ago 13 minutes 55,492,863 views""', 'Turma da Mônica em Cine Gibi 3 - Planos Infalíveis (Completo) by Norberto Neto 4 years ago 1 hour, 11 minutes 3,674,652 views""', 'A revolta dos carecas | Turma da Mônica by Turma da Mônica 2 years ago 7 minutes, 7 seconds 21,975,363 views""', 'No Reino do Bueiro | Turma da Mônica by Turma da Mônica 3 years ago 6 minutes, 17 seconds 10,839,659 views""', 'Turma da Mônica Volume 1 Completo 1 hora by São Sena 6 years ago 1 hour 19,692,745 views""', 'Turma Da Monica em HD - Bruxarias No Aniversario by GenaroNinja 5 years ago 25 minutes 24,437,344 views""', 'Provas comprometedoras | Turma da Mônica by Turma da Mônica 3 years ago 7 minutes, 51 seconds 34,092,810 views""', 'Os cinco fios mágicos | Turma da Mônica by Turma da Mônica 5 years ago 7 minutes, 2 seconds 14,100,609 views""', 'Totoykids e Jose Play-Doh Dentista Fazendo Bolinho 🎂🍰🍫de Verdade sabor Chocolate!!! by Totoykids 3 months ago 14 minutes 6,271,211 views""', '4 Color Ice Cream Cups with Toys Surprises Paw Patrol, Pj Masks, Kinder Surprise eggs by MonsterKids TV - Color for Kids 9 hours ago 6 minutes, 32 seconds 9,407 views""', 'Maratona de episódios do  Cascão  🎂☂  |  Turma da Mônica by Turma da Mônica 3 months ago 2 hours, 20 minutes 11,529,599 views""', 'CineGibi 7 \\""Bagunça Animal\\"" (FILME COMPLETO) | Turma da Mônica by Turma da Mônica 2 years ago 1 hour, 11 minutes 8,861,318 views""', 'Monica Toy 1ª e 2ª Temporada Completa by Juliana Souzza 4 years ago 20 minutes 24,000,173 views""', 'Rapunzel  (NOVO)  | Historia completa |\xa0Desenho animado infantil com Os Amiguinhos by Os Amiguinhos 3 months ago 16 minutes 10,071,791 views""', 'Plano hipnótico | Turma da Mônica by Turma da Mônica 2 years ago 7 minutes, 7 seconds 7,938,408 views""', 'Muito silêncio, por favor | Turma da Mônica by Turma da Mônica 2 years ago 4 minutes, 28 seconds 6,380,298 views""', 'Planos Infalíveis  | Turma da Mônica by Turma da Mônica 4 months ago 7 minutes, 1 second 7,422,421 views""']"
